epoch,1_hiddenlayer_ANN,5_hidden_layer_ANN,lenet,custom_CNN
39,0.8721590638160706,0.6789772510528564,0.7926136255264282,0.9488636255264282
40,0.8806818127632141,0.6534090638160706,0.8039772510528564,0.9573863744735718
41,0.8721590638160706,0.7045454382896423,0.7982954382896423,0.9602272510528564
42,0.8778409361839294,0.6931818127632141,0.8096590638160706,0.9488636255264282
43,0.8721590638160706,0.7244318127632141,0.8011363744735718,0.9602272510528564
44,0.8778409361839294,0.7301136255264282,0.8096590638160706,0.9573863744735718
45,0.875,0.7215909361839294,0.8068181872367859,0.9517045617103577
46,0.8778409361839294,0.7301136255264282,0.8125,0.9630681872367859
47,0.8806818127632141,0.7272727489471436,0.8039772510528564,0.9517045617103577
48,0.8806818127632141,0.7301136255264282,0.8181818127632141,0.9573863744735718
49,0.8721590638160706,0.7443181872367859,0.8153409361839294,0.9602272510528564
50,0.875,0.7755681872367859,0.8153409361839294,0.9659090638160706
51,0.875,0.7585227489471436,0.8210227489471436,
52,0.875,0.7613636255264282,0.8238636255264282,
53,0.875,0.7613636255264282,0.8238636255264282,
54,0.8806818127632141,0.7784090638160706,0.8352272510528564,
55,0.8778409361839294,0.78125,0.8238636255264282,
56,0.8863636255264282,0.7727272510528564,0.8267045617103577,
57,0.8920454382896423,0.7784090638160706,0.8153409361839294,
58,0.8863636255264282,0.8068181872367859,0.8210227489471436,
59,0.8835227489471436,0.8125,0.8465909361839294,
60,0.8892045617103577,0.8068181872367859,0.84375,
61,0.8806818127632141,0.7982954382896423,0.8096590638160706,
62,0.8863636255264282,0.8181818127632141,0.8352272510528564,
63,0.8892045617103577,0.8210227489471436,0.8494318127632141,
64,0.8778409361839294,0.8295454382896423,0.8409090638160706,
65,0.8892045617103577,0.8352272510528564,0.8465909361839294,
66,0.8892045617103577,0.8295454382896423,0.8295454382896423,
67,0.8892045617103577,0.8465909361839294,0.8380681872367859,
68,0.8948863744735718,0.84375,0.8409090638160706,
69,0.8920454382896423,0.8522727489471436,0.8522727489471436,
70,0.8863636255264282,0.8494318127632141,0.8352272510528564,
71,0.8977272510528564,0.8465909361839294,0.84375,
72,0.8920454382896423,0.8238636255264282,0.8494318127632141,
73,0.8892045617103577,0.8380681872367859,0.8409090638160706,
74,0.8892045617103577,0.8636363744735718,0.8494318127632141,
75,0.8920454382896423,0.8380681872367859,0.8494318127632141,
76,0.8892045617103577,0.8607954382896423,0.8664772510528564,
77,0.8835227489471436,0.8579545617103577,0.8522727489471436,
78,0.8948863744735718,0.84375,0.8465909361839294,
79,0.8920454382896423,0.8664772510528564,0.8636363744735718,
80,0.8920454382896423,0.8551136255264282,0.8664772510528564,
81,0.8863636255264282,0.8664772510528564,0.8721590638160706,
82,0.8892045617103577,0.8636363744735718,0.8607954382896423,
83,0.8920454382896423,0.8607954382896423,0.8664772510528564,
84,0.8863636255264282,0.8693181872367859,0.8607954382896423,
85,0.8892045617103577,0.8721590638160706,0.8664772510528564,
86,0.8977272510528564,0.8778409361839294,0.8636363744735718,
87,0.8948863744735718,0.8607954382896423,0.8551136255264282,
88,0.8977272510528564,0.875,0.8522727489471436,
89,0.8948863744735718,0.875,0.8664772510528564,
90,0.8863636255264282,0.8806818127632141,0.875,
91,0.8920454382896423,0.8607954382896423,0.8607954382896423,
92,0.8920454382896423,0.8693181872367859,0.8664772510528564,
93,0.8863636255264282,0.8778409361839294,0.8664772510528564,
94,0.8948863744735718,0.8693181872367859,0.8664772510528564,
95,0.8920454382896423,0.8721590638160706,0.8721590638160706,
96,0.8920454382896423,0.8778409361839294,0.8693181872367859,
97,0.8863636255264282,0.8721590638160706,0.8693181872367859,
98,0.8863636255264282,0.8892045617103577,0.8693181872367859,
99,0.8892045617103577,0.8863636255264282,0.8693181872367859,
100,0.8920454382896423,0.8892045617103577,0.875,
101,,,0.8664772510528564,
102,,,0.8636363744735718,
103,,,0.8693181872367859,
104,,,0.8693181872367859,
105,,,0.875,
106,,,0.8778409361839294,
107,,,0.8664772510528564,
108,,,0.8664772510528564,
109,,,0.8778409361839294,
110,,,0.8806818127632141,
111,,,0.875,
112,,,0.8835227489471436,
113,,,0.8806818127632141,
114,,,0.8778409361839294,
115,,,0.8778409361839294,
116,,,0.8806818127632141,
117,,,0.8693181872367859,
118,,,0.875,
119,,,0.8892045617103577,
120,,,0.8806818127632141,
121,,,0.875,
122,,,0.8778409361839294,
123,,,0.8892045617103577,
124,,,0.8835227489471436,
125,,,0.8835227489471436,
126,,,0.8892045617103577,
127,,,0.8835227489471436,
128,,,0.8835227489471436,
129,,,0.8920454382896423,
130,,,0.8806818127632141,
131,,,0.8920454382896423,
132,,,0.8806818127632141,
133,,,0.8863636255264282,
134,,,0.8920454382896423,
135,,,0.8835227489471436,
136,,,0.8778409361839294,
137,,,0.8863636255264282,
138,,,0.8948863744735718,
139,,,0.8835227489471436,
140,,,0.8806818127632141,
141,,,0.8863636255264282,
142,,,0.8892045617103577,
143,,,0.8835227489471436,
144,,,0.8920454382896423,
145,,,0.8778409361839294,
146,,,0.8920454382896423,
147,,,0.9005681872367859,
148,,,0.8892045617103577,
149,,,0.8806818127632141,
150,,,0.8920454382896423,
151,,,0.9090909361839294,
152,,,0.8920454382896423,
153,,,0.8977272510528564,
154,,,0.8920454382896423,
155,,,0.8920454382896423,
156,,,0.9090909361839294,
157,,,0.8863636255264282,
158,,,0.8977272510528564,
159,,,0.8977272510528564,
160,,,0.8920454382896423,
161,,,0.8892045617103577,
162,,,0.8920454382896423,
163,,,0.8835227489471436,
164,,,0.8892045617103577,
165,,,0.8948863744735718,
166,,,0.8892045617103577,
167,,,0.8863636255264282,
168,,,0.8892045617103577,
169,,,0.8920454382896423,
170,,,0.8948863744735718,
171,,,0.8892045617103577,
172,,,0.8948863744735718,
173,,,0.8948863744735718,
174,,,0.8948863744735718,
175,,,0.8920454382896423,
176,,,0.90625,
177,,,0.8948863744735718,
178,,,0.8977272510528564,
179,,,0.9005681872367859,
180,,,0.8977272510528564,
181,,,0.9034090638160706,
182,,,0.90625,
183,,,0.8977272510528564,
184,,,0.8948863744735718,
185,,,0.9005681872367859,
186,,,0.8948863744735718,
187,,,0.8977272510528564,
188,,,0.9005681872367859,
189,,,0.9005681872367859,
190,,,0.8977272510528564,
191,,,0.8948863744735718,
192,,,0.8977272510528564,
193,,,0.8977272510528564,
194,,,0.8977272510528564,
195,,,0.9005681872367859,
196,,,0.8977272510528564,
197,,,0.8948863744735718,
198,,,0.9034090638160706,
199,,,0.9005681872367859,
200,,,0.9005681872367859,
201,,,0.9005681872367859,
202,,,0.9034090638160706,
203,,,0.8977272510528564,
204,,,0.9005681872367859,
205,,,0.90625,
206,,,0.9005681872367859,
207,,,0.9005681872367859,
208,,,0.90625,
209,,,0.9034090638160706,
210,,,0.9034090638160706,
211,,,0.9005681872367859,
212,,,0.90625,
213,,,0.8977272510528564,
214,,,0.9034090638160706,
215,,,0.8948863744735718,
216,,,0.9034090638160706,
217,,,0.8977272510528564,
218,,,0.90625,
219,,,0.9005681872367859,
220,,,0.90625,
221,,,0.9034090638160706,
222,,,0.90625,
223,,,0.9034090638160706,
224,,,0.9005681872367859,
225,,,0.9119318127632141,
226,,,0.8920454382896423,
227,,,0.9034090638160706,
228,,,0.9005681872367859,
229,,,0.9034090638160706,
230,,,0.8977272510528564,
231,,,0.9090909361839294,
232,,,0.9034090638160706,
233,,,0.9119318127632141,
234,,,0.9119318127632141,
235,,,0.90625,
236,,,0.90625,
237,,,0.9034090638160706,
238,,,0.90625,
239,,,0.9119318127632141,
240,,,0.9005681872367859,
241,,,0.9090909361839294,
242,,,0.9119318127632141,
243,,,0.90625,
244,,,0.90625,
245,,,0.9147727489471436,
246,,,0.90625,
247,,,0.90625,
248,,,0.9147727489471436,
249,,,0.8977272510528564,
250,,,0.9090909361839294,
251,,,0.9005681872367859,
252,,,0.90625,
253,,,0.9119318127632141,
254,,,0.9090909361839294,
255,,,0.9119318127632141,
256,,,0.9119318127632141,
257,,,0.9090909361839294,
258,,,0.90625,
259,,,0.9090909361839294,
260,,,0.90625,
261,,,0.90625,
262,,,0.8977272510528564,
263,,,0.9119318127632141,
264,,,0.90625,
265,,,0.8948863744735718,
266,,,0.9034090638160706,
267,,,0.9090909361839294,
268,,,0.9147727489471436,
269,,,0.9090909361839294,
270,,,0.9176136255264282,
271,,,0.9090909361839294,
272,,,0.9034090638160706,
273,,,0.90625,
274,,,0.9119318127632141,
275,,,0.9119318127632141,
276,,,0.9090909361839294,
277,,,0.90625,
278,,,0.90625,
279,,,0.9090909361839294,
280,,,0.9005681872367859,
281,,,0.9090909361839294,
282,,,0.9090909361839294,
283,,,0.9119318127632141,
284,,,0.9147727489471436,
285,,,0.9147727489471436,
286,,,0.90625,
287,,,0.9176136255264282,
288,,,0.9119318127632141,
289,,,0.9119318127632141,
290,,,0.9119318127632141,
291,,,0.90625,
292,,,0.9119318127632141,
293,,,0.9204545617103577,
294,,,0.9147727489471436,
295,,,0.90625,
296,,,0.9147727489471436,
297,,,0.9147727489471436,
298,,,0.9119318127632141,
299,,,0.9176136255264282,
300,,,0.9119318127632141,
