epoch,1_hiddenlayer_ANN,5_hidden_layer_ANN,lenet,custom_CNN
1,0.846121072769165,2.29976749420166,2.30753493309021,0.27915284037590027
2,0.6631807684898376,2.311532735824585,2.3051702976226807,0.22967928647994995
3,0.5917737483978271,2.311793327331543,2.3036720752716064,0.19156765937805176
4,0.5476200580596924,2.3035848140716553,2.301558494567871,0.17223121225833893
5,0.5126103758811951,2.3135416507720947,2.3018341064453125,0.140252947807312
6,0.5001590251922607,2.3010010719299316,2.3033831119537354,0.1752876490354538
7,0.48158150911331177,2.3080193996429443,2.296515941619873,0.17531263828277588
8,0.46877795457839966,2.302410364151001,2.2782132625579834,0.13511089980602264
9,0.4616728723049164,2.306309700012207,2.1706502437591553,0.16664081811904907
10,0.44999533891677856,2.3097422122955322,1.6036617755889893,0.16199372708797455
11,0.44328829646110535,2.3052473068237305,1.2975014448165894,0.1473291963338852
12,0.43951407074928284,2.3140108585357666,1.1607325077056885,0.1490139365196228
13,0.43019866943359375,2.3010671138763428,1.0648728609085083,0.17241933941841125
14,0.42919233441352844,2.2938642501831055,0.9887466430664062,0.19390301406383514
15,0.4221024215221405,2.2926318645477295,0.9259439706802368,0.16118665039539337
16,0.40813711285591125,2.30611515045166,0.8756642937660217,0.16258586943149567
17,0.4092673063278198,2.2491867542266846,0.8375955820083618,0.2042418122291565
18,0.40809622406959534,1.926627278327942,0.8113439083099365,0.20509885251522064
19,0.403781533241272,1.6046485900878906,0.784480631351471,0.18216544389724731
20,0.39284783601760864,1.4517959356307983,0.7535629272460938,0.19306646287441254
21,0.3962293863296509,1.3200932741165161,0.7267041802406311,0.1875559389591217
22,0.3963410258293152,1.2256569862365723,0.7045700550079346,0.1586005985736847
23,0.38160818815231323,1.1784206628799438,0.6798908114433289,0.18941833078861237
24,0.3754529058933258,1.1164727210998535,0.6583001017570496,0.1796940714120865
25,0.3725843131542206,1.083107829093933,0.6428701877593994,0.16718553006649017
26,0.37574318051338196,1.0539565086364746,0.6326336860656738,0.19913285970687866
27,0.3697231113910675,1.017217993736267,0.6160464882850647,0.22383135557174683
28,0.3600260317325592,0.9848531484603882,0.6033520102500916,0.20203237235546112
29,0.3582861125469208,0.9729025363922119,0.5950156450271606,0.20646461844444275
30,0.35868844389915466,0.9649263024330139,0.594595193862915,0.21516866981983185
31,0.35479870438575745,0.9409082531929016,0.5845316052436829,0.1845501810312271
32,0.3555682897567749,0.9165847897529602,0.5705962777137756,0.1977217048406601
33,0.3487142026424408,0.9053045511245728,0.5706008672714233,0.18942426145076752
34,0.3482893705368042,0.9019405841827393,0.5746431350708008,0.19242550432682037
35,0.3479444682598114,0.8729555010795593,0.5655518174171448,0.2032368779182434
36,0.34768810868263245,0.8746873736381531,0.556667685508728,0.1913282871246338
37,0.344143271446228,0.8484687209129333,0.5426936745643616,0.20728065073490143
38,0.3332068622112274,0.8333805203437805,0.5431444644927979,0.22337551414966583
39,0.3369462490081787,0.8221988677978516,0.5435686111450195,0.23610058426856995
40,0.3347129225730896,0.8174577355384827,0.536007285118103,0.21193456649780273
41,0.3335973024368286,0.7890647649765015,0.5313799381256104,0.18863719701766968
42,0.3332226276397705,0.7755385041236877,0.5267837643623352,0.24560429155826569
43,0.33475878834724426,0.7666671276092529,0.5239193439483643,0.21676963567733765
44,0.33022889494895935,0.7484017014503479,0.5129625201225281,0.22660556435585022
45,0.3252405822277069,0.7321990728378296,0.5146772861480713,0.19170717895030975
46,0.32806089520454407,0.7295143008232117,0.5130318999290466,0.21127504110336304
47,0.3223443329334259,0.7028647065162659,0.5079572200775146,0.2283877283334732
48,0.32033589482307434,0.6897087097167969,0.4975816607475281,0.24990461766719818
49,0.3288256824016571,0.6750101447105408,0.5005296468734741,0.23059439659118652
50,0.32902204990386963,0.6593198776245117,0.48876601457595825,0.251665860414505
51,0.3193519413471222,0.6461843252182007,0.4886985719203949,
52,0.3183852434158325,0.6425455212593079,0.47686994075775146,
53,0.31913506984710693,0.6265560388565063,0.47565320134162903,
54,0.31326234340667725,0.5903563499450684,0.46761205792427063,
55,0.3227095901966095,0.57790607213974,0.47348546981811523,
56,0.3193795382976532,0.5767036080360413,0.46994850039482117,
57,0.31318962574005127,0.5432960987091064,0.4693450629711151,
58,0.31011879444122314,0.5255724787712097,0.4606623351573944,
59,0.30750811100006104,0.5293474197387695,0.44846856594085693,
60,0.3143582046031952,0.5168412327766418,0.4466748535633087,
61,0.3165401220321655,0.5320403575897217,0.4626443684101105,
62,0.30820462107658386,0.4937589466571808,0.4483886957168579,
63,0.3123795688152313,0.48374703526496887,0.4401399791240692,
64,0.3093700706958771,0.482445627450943,0.4308496415615082,
65,0.30511200428009033,0.46456587314605713,0.424375981092453,
66,0.30449923872947693,0.4727429151535034,0.4337864816188812,
67,0.3037405014038086,0.44076040387153625,0.43204325437545776,
68,0.30426058173179626,0.4512404501438141,0.4245583713054657,
69,0.31026172637939453,0.44226133823394775,0.41626641154289246,
70,0.302890419960022,0.44047871232032776,0.4214390814304352,
71,0.3082628548145294,0.42473363876342773,0.41945698857307434,
72,0.3056434392929077,0.5360212922096252,0.41064339876174927,
73,0.3030763864517212,0.4988040626049042,0.41633617877960205,
74,0.312969833612442,0.412189781665802,0.41139599680900574,
75,0.3031587302684784,0.46076342463493347,0.40679293870925903,
